x,y,cp
1.0,-0.011699999682605267,0.03481825813651085
0.9912998080253601,-0.009171274490654469,-0.006089468486607075
0.9797778129577637,-0.005938912276178598,-0.052804622799158096
0.9667375683784485,-0.002440662356093526,-0.10004276782274246
0.9524549245834351,0.001194986398331821,-0.14368301630020142
0.9373407959938049,0.0048169405199587345,-0.17598961293697357
0.921728789806366,0.008406226523220539,-0.210232213139534
0.905958354473114,0.011852853931486607,-0.23671230673789978
0.8901565670967102,0.015167901292443275,-0.26350072026252747
0.8744270205497742,0.0183215644210577,-0.28561338782310486
0.8587547540664673,0.021337296813726425,-0.30573025345802307
0.8431127667427063,0.024243010208010674,-0.3276357352733612
0.8274713754653931,0.027036892250180244,-0.35023894906044006
0.811820387840271,0.029696639627218246,-0.3693212866783142
0.7961704134941101,0.03221728280186653,-0.3840447664260864
0.7805277109146118,0.034620966762304306,-0.3985983729362488
0.7648793458938599,0.036922961473464966,-0.4158951938152313
0.7492111325263977,0.039105892181396484,-0.43226292729377747
0.7335272431373596,0.041148871183395386,-0.4435488283634186
0.7178391814231873,0.043061140924692154,-0.45193973183631897
0.7021400928497314,0.044866375625133514,-0.46213340759277344
0.6864030361175537,0.046567052602767944,-0.474149614572525
0.670599639415741,0.0481426864862442,-0.4832303524017334
0.6546989679336548,0.04958365485072136,-0.4867248237133026
0.6386317014694214,0.050910063087940216,-0.48830413818359375
0.62225741147995,0.05214661732316017,-0.48782026767730713
0.6055020093917847,0.05332343280315399,-0.4947142004966736
0.5888214707374573,0.054371315985918045,-0.49638956785202026
0.5719807147979736,0.05530434101819992,-0.49388864636421204
0.5546640157699585,0.05616522580385208,-0.4854649305343628
0.5373207330703735,0.05701541155576706,-0.5060035586357117
0.5198453664779663,0.057706449180841446,-0.49731478095054626
0.5024154782295227,0.05833207443356514,-0.5040969848632812
0.48485246300697327,0.058863069862127304,-0.5107925534248352
0.46734821796417236,0.05925128981471062,-0.499866247177124
0.4496554136276245,0.05960733816027641,-0.5075031518936157
0.4321621060371399,0.059882521629333496,-0.5131027698516846
0.4145721197128296,0.06006311625242233,-0.5222225189208984
0.39705660939216614,0.06009821221232414,-0.510701596736908
0.3793729543685913,0.06010085344314575,-0.520401656627655
0.36191052198410034,0.0600227527320385,-0.5260868072509766
0.34438779950141907,0.059852804988622665,-0.5377361178398132
0.32700425386428833,0.05953832343220711,-0.5272743105888367
0.30957701802253723,0.059192150831222534,-0.5396267175674438
0.29256299138069153,0.05877922102808952,-0.5548985004425049
0.2756216824054718,0.05823435261845589,-0.5622503757476807
0.2583681046962738,0.05753779411315918,-0.560662567615509
0.24107496440410614,0.056755609810352325,-0.5677033066749573
0.22360292077064514,0.05588681995868683,-0.5915390849113464
0.20631903409957886,0.05484892055392265,-0.6017898917198181
0.18897251784801483,0.05362943559885025,-0.5966199636459351
0.17201270163059235,0.0523715540766716,-0.638847827911377
0.15543605387210846,0.0508936308324337,-0.6339730620384216
0.13924340903759003,0.049320317804813385,-0.6737178564071655
0.12355814129114151,0.047530725598335266,-0.66279536485672
0.1085977628827095,0.04572754725813866,-0.7141810655593872
0.09482914209365845,0.04384230449795723,-0.748077392578125
0.08223392069339752,0.04187120124697685,-0.7763726115226746
0.07110874354839325,0.03990912064909935,-0.8170527815818787
0.061373066157102585,0.037989843636751175,-0.8867873549461365
0.05295063182711601,0.036114662885665894,-0.9286421537399292
0.04564673453569412,0.034284237772226334,-0.9756338000297546
