alpha,cl,cd,cm,cp_min,converged,diverged,rms_bl,note
-6.0,-0.45713186264038086,0.008603151887655258,-0.142913818359375,-4.131592750549316,True,False,1.0297277185600251e-05,
-5.75,-0.38778021931648254,0.007678486872464418,-0.14594551920890808,-3.658019781112671,True,False,6.138834578450769e-07,
-5.5,-0.32481640577316284,0.007225236855447292,-0.1476360410451889,-3.246825695037842,True,False,1.513572806288721e-05,
-5.25,-0.26461663842201233,0.006886488292366266,-0.14924046397209167,-2.8915650844573975,True,False,1.4265365280152764e-06,
-5.0,-0.20533272624015808,0.006586601957678795,-0.15099500119686127,-2.5676634311676025,True,False,8.614620128355455e-06,
-4.75,-0.14818473160266876,0.006358570419251919,-0.152577742934227,-2.290184736251831,True,False,9.353630048281047e-07,
-4.5,-0.09232756495475769,0.00615763058885932,-0.15416163206100464,-2.041651964187622,True,False,3.911822568625212e-05,
-4.25,-0.03752218186855316,0.005980957765132189,-0.15569522976875305,-1.811322569847107,True,False,3.637006739154458e-05,
-4.0,0.01625785417854786,0.005832519847899675,-0.15716111660003662,-1.5988385677337646,True,False,8.840744953886315e-07,
-3.75,0.06766649335622787,0.005762653890997171,-0.1582353413105011,-1.4141608476638794,True,False,1.2455376463549328e-06,
-3.5,0.11615319550037384,0.0058176033198833466,-0.15886400640010834,-1.2489601373672485,True,False,5.0797701987903565e-05,
-3.25,0.16002070903778076,0.00611749617382884,-0.15885786712169647,-1.1013898849487305,True,False,1.394578362123866e-06,
-3.0,0.20042093098163605,0.006617208011448383,-0.15845708549022675,-0.9697473645210266,True,False,7.778749022691045e-06,
-2.75,0.24455825984477997,0.006927984766662121,-0.15877237915992737,-0.8542160391807556,True,False,1.5979270756361075e-05,
-2.5,0.2918180227279663,0.0070671397261321545,-0.15960663557052612,-0.7572051286697388,True,False,5.153441088623367e-05,
-2.25,0.33877304196357727,0.007206639740616083,-0.16033893823623657,-0.6642566323280334,True,False,4.225874477015168e-07,
-2.0,0.39024218916893005,0.007225137669593096,-0.16219976544380188,-0.6580683588981628,True,False,7.099049526004819e-07,
-1.75,,,,,False,False,0.006795066874474287,did not converge within the iteration budget (final RMS residual 0.0068)
-1.5,0.49032062292099,0.007298636250197887,-0.1648997962474823,-0.8564867973327637,True,False,1.9387336578802206e-05,
-1.25,0.538921594619751,0.0073420205153524876,-0.16568034887313843,-0.9866663217544556,True,False,8.499304158249288e-07,
-1.0,,,,,False,False,0.007426553871482611,did not converge within the iteration budget (final RMS residual 0.00743)
-0.75,0.6424415111541748,0.007318821735680103,-0.16861891746520996,-1.2923426628112793,True,False,4.481333598960191e-05,
-0.5,0.6933261156082153,0.0073174163699150085,-0.16959139704704285,-1.4644986391067505,True,False,1.299770588047977e-06,
-0.25,0.7462703585624695,0.007273940369486809,-0.17090263962745667,-1.6514133214950562,True,False,6.179890874591365e-07,
0.0,0.7926180362701416,0.007412155158817768,-0.1703573763370514,-1.848983645439148,True,False,4.753607299790019e-06,
0.25,0.8394495844841003,0.007554952055215836,-0.16972345113754272,-2.06188702583313,True,False,6.871314326417632e-07,
0.5,0.8852517604827881,0.007736075669527054,-0.16858479380607605,-2.2861886024475098,True,False,2.0033310192957288e-06,
0.75,0.9310468435287476,0.007935074158012867,-0.16716787219047546,-2.5244908332824707,True,False,5.894386845284316e-07,
1.0,0.9776859879493713,0.008120785467326641,-0.1656123697757721,-2.7987565994262695,True,False,6.410226660591434e-07,
1.25,1.0243486166000366,0.00833677314221859,-0.16370850801467896,-3.1004252433776855,True,False,1.6217959455389064e-06,
1.5,1.0709693431854248,0.008595870807766914,-0.1613694578409195,-3.4267690181732178,True,False,4.677995457313955e-05,
1.75,1.1175225973129272,0.008908786810934544,-0.15845754742622375,-3.7861862182617188,True,False,2.933650648628827e-06,
2.0,1.161424994468689,0.009450778365135193,-0.15438197553157806,-4.138950347900391,True,False,2.2519213871419197e-06,
2.25,1.195168375968933,0.010580451227724552,-0.14833371341228485,-4.369826793670654,True,False,5.618805971607799e-06,
2.5,1.2215919494628906,0.012631859630346298,-0.14168106019496918,-4.495076656341553,True,False,1.0221197953796946e-05,
2.75,1.248473882675171,0.01571548916399479,-0.13607139885425568,-4.50537633895874,True,False,2.7759808290284127e-05,
3.0,,,,,False,True,0.09612073004245758,boundary-layer Newton solve diverged (NaN) mid-iteration
3.25,,,,,False,True,0.09612073004245758,boundary-layer Newton solve diverged (NaN) mid-iteration
3.5,,,,,False,True,0.09612073004245758,boundary-layer Newton solve diverged (NaN) mid-iteration
3.75,,,,,False,True,0.09612073004245758,boundary-layer Newton solve diverged (NaN) mid-iteration
4.0,,,,,False,True,0.09612073004245758,boundary-layer Newton solve diverged (NaN) mid-iteration
4.25,,,,,False,True,0.09612073004245758,boundary-layer Newton solve diverged (NaN) mid-iteration
4.5,,,,,False,True,0.09612073004245758,boundary-layer Newton solve diverged (NaN) mid-iteration
4.75,,,,,False,True,0.09612073004245758,boundary-layer Newton solve diverged (NaN) mid-iteration
