mach,cp_min_corrected,cp_crit
0.3,-1.3317214561521311,-6.9473153258860725
0.305,-1.3354220599967164,-6.703425951820822
0.31,-1.3392113540467483,-6.471215742818849
0.315,-1.343091024630986,-6.249948630342844
0.32,-1.3470628181727669,-6.038945597135448
0.325,-1.3511285435292077,-5.837579451873806
0.33,-1.3552900744495848,-5.645270153772825
0.335,-1.3595493521598212,-5.461480621969484
0.34,-1.3639083880804925,-5.28571297308115
0.34500000000000003,-1.3683692666862608,-5.117505137659597
0.35000000000000003,-1.3729341485151991,-4.956427812552583
0.35500000000000004,-1.3776052733370687,-4.80208171159459
0.36000000000000004,-1.3823849634902385,-4.654095081712736
0.36500000000000005,-1.3872756273976372,-4.512121455563311
0.37000000000000005,-1.3922797632728696,-4.375837615303349
0.37500000000000006,-1.3973999630284355,-4.244941745128355
0.38000000000000006,-1.402638916398866,-4.11915175283871
0.38500000000000006,-1.4079994152925346,-3.9982037429888275
0.39000000000000007,-1.4134843583869277,-3.8818506261731796
0.3950000000000001,-1.4190967559832677,-3.76986085075157
0.4000000000000001,-1.4248397351375928,-3.662017244847305
0.4050000000000001,-1.4307165450867028,-3.5581159577951436
0.4100000000000001,-1.4367305629888092,-3.457965491396577
0.4150000000000001,-1.4428853000002744,-3.3613858123791225
0.4200000000000001,-1.4491844077115121,-3.2682075383724967
0.4250000000000001,-1.455631684966963,-3.1782711905236285
0.4300000000000001,-1.4622310850960578,-3.091426506588089
0.4350000000000001,-1.4689867235842786,-3.007531808969168
0.4400000000000001,-1.4759028862158066,-2.92645342273808
0.4450000000000001,-1.482984037721873,-2.8480651391682406
0.4500000000000001,-1.4902348309717783,-2.772247720760505
0.4550000000000001,-1.4976601167466914,-2.6988884441322187
0.46000000000000013,-1.5052649541397627,-2.6278806774956047
0.46500000000000014,-1.5130546216298717,-2.5591234897662463
0.47000000000000014,-1.5210346288804641,-2.492521288624228
0.47500000000000014,-1.5292107293194912,-2.4279834851027853
0.48000000000000015,-1.5375889335614854,-2.3654241825054765
0.48500000000000015,-1.546175523738334,-2.3047618876558507
0.49000000000000016,-1.5549770688114046,-2.245919242665958
0.49500000000000016,-1.5640004409444215,-2.1888227755740712
0.5000000000000002,-1.5732528330239393,-2.1334026683497123
0.5050000000000001,-1.5827417774224875,-2.079592540897232
0.5100000000000002,-1.5924751661086307,-2.0273292498093483
0.5150000000000001,-1.6024612722182734,-1.9765527007306924
0.5200000000000002,-1.612708773212861,-1.9272056732894425
0.5250000000000001,-1.6232267757625976,-1.8792336576441548
0.5300000000000002,-1.6340248425067874,-1.8325847017732766
0.5350000000000001,-1.6451130208589493,-1.7872092687080252
0.5400000000000003,-1.6565018740417248,-1.7430601029754356
0.5450000000000002,-1.6682025145560317,-1.7000921055788223
0.5500000000000003,-1.6802266403106718,-1.6582622168975072
0.5550000000000002,-1.692586573662978,-1.6175293069377576
0.5600000000000003,-1.7052953036485237,-1.5778540724121088
0.5650000000000002,-1.7183665317086951,-1.539198940165875
0.5700000000000003,-1.731814721259695,-1.5015279765073646
0.5750000000000002,-1.7456551514856875,-1.464806802032954
0.5800000000000003,-1.759903975783131,-1.4290025115696385
0.5850000000000002,-1.7745782853334473,-1.3940835988867435
0.5900000000000003,-1.7896961783381078,-1.360019885854759
0.5950000000000002,-1.8052768355147906,-1.3267824557536738
0.6000000000000003,-1.821340602526897,-1.2943435904552818
0.6050000000000002,-1.8379090801025901,-1.2626767112244373
0.6100000000000003,-1.8550052226954437,-1.2317563229028894
0.6150000000000002,-1.8726534466486027,-1.2015579612566574
0.6200000000000003,-1.8908797489503772,-1.1720581432835788
0.6250000000000002,-1.9097118378141107,-1.1432343202924664
0.6300000000000003,-1.9291792764822009,-1.1150648335784796
0.6350000000000002,-1.9493136418470767,-1.087528872531921
0.6400000000000003,-1.9701486997054003,-1.060606435028887
