mach,cp_min_corrected,cp_crit
0.3,-1.2856804118548657,-6.9473153258860725
0.305,-1.2892035703584734,-6.703425951820822
0.31,-1.2928108859743799,-6.471215742818849
0.315,-1.2965039439694948,-6.249948630342844
0.32,-1.300284385817569,-6.038945597135448
0.325,-1.3041539113713598,-5.837579451873806
0.33,-1.3081142811448323,-5.645270153772825
0.335,-1.3121673187117517,-5.461480621969484
0.34,-1.3163149132274643,-5.28571297308115
0.34500000000000003,-1.3205590220811136,-5.117505137659597
0.35000000000000003,-1.324901673686056,-4.956427812552583
0.35500000000000004,-1.3293449704167648,-4.80208171159459
0.36000000000000004,-1.3338910917011029,-4.654095081712736
0.36500000000000005,-1.338542297277473,-4.512121455563311
0.37000000000000005,-1.3433009306270245,-4.375837615303349
0.37500000000000006,-1.3481694225918404,-4.244941745128355
0.38000000000000006,-1.3531502951908143,-4.11915175283871
0.38500000000000006,-1.3582461656457874,-3.9982037429888275
0.39000000000000007,-1.363459750631452,-3.8818506261731796
0.3950000000000001,-1.3687938707635214,-3.76986085075157
0.4000000000000001,-1.3742514553407823,-3.662017244847305
0.4050000000000001,-1.3798355473578106,-3.5581159577951436
0.4100000000000001,-1.38554930880644,-3.457965491396577
0.4150000000000001,-1.3913960262854617,-3.3613858123791225
0.4200000000000001,-1.397379116939574,-3.2682075383724967
0.4250000000000001,-1.4035021347502472,-3.1782711905236285
0.4300000000000001,-1.4097687772029972,-3.091426506588089
0.4350000000000001,-1.4161828923575284,-3.007531808969168
0.4400000000000001,-1.4227484863493638,-2.92645342273808
0.4450000000000001,-1.4294697313539482,-2.8480651391682406
0.4500000000000001,-1.4363509740467804,-2.772247720760505
0.4550000000000001,-1.4433967445959583,-2.6988884441322187
0.46000000000000013,-1.4506117662266171,-2.6278806774956047
0.46500000000000014,-1.4580009654001334,-2.5591234897662463
0.47000000000000014,-1.465569482654694,-2.492521288624228
0.47500000000000014,-1.4733226841579226,-2.4279834851027853
0.48000000000000015,-1.4812661740267727,-2.3654241825054765
0.48500000000000015,-1.489405807474837,-2.3047618876558507
0.49000000000000016,-1.4977477048527152,-2.245919242665958
0.49500000000000016,-1.5062982666531017,-2.1888227755740712
0.5000000000000002,-1.5150641895589345,-2.1334026683497123
0.5050000000000001,-1.5240524836203093,-2.079592540897232
0.5100000000000002,-1.5332704906540537,-2.0273292498093483
0.5150000000000001,-1.5427259039688739,-1.9765527007306924
0.5200000000000002,-1.5524267895290862,-1.9272056732894425
0.5250000000000001,-1.5623816086810638,-1.8792336576441548
0.5300000000000002,-1.5725992425790034,-1.8325847017732766
0.5350000000000001,-1.5830890184604287,-1.7872092687080252
0.5400000000000003,-1.5938607379373304,-1.7430601029754356
0.5450000000000002,-1.6049247074860766,-1.7000921055788223
0.5500000000000003,-1.6162917713385607,-1.6582622168975072
0.5550000000000002,-1.6279733469986735,-1.6175293069377576
0.5600000000000003,-1.6399814636324759,-1.5778540724121088
0.5650000000000002,-1.6523288036077173,-1.539198940165875
0.5700000000000003,-1.665028747489054,-1.5015279765073646
0.5750000000000002,-1.6780954228299143,-1.464806802032954
0.5800000000000003,-1.6915437571410545,-1.4290025115696385
0.5850000000000002,-1.7053895354600055,-1.3940835988867435
0.5900000000000003,-1.7196494629957093,-1.360019885854759
0.5950000000000002,-1.7343412333794248,-1.3267824557536738
0.6000000000000003,-1.7494836031176113,-1.2943435904552818
0.6050000000000002,-1.765096472916055,-1.2626767112244373
0.6100000000000003,-1.78120097662851,-1.2317563229028894
0.6150000000000002,-1.7978195786791433,-1.2015579612566574
0.6200000000000003,-1.814976180918137,-1.1720581432835788
0.6250000000000002,-1.832696239996175,-1.1432343202924664
0.6300000000000003,-1.8510068964889865,-1.1150648335784796
