alpha,cl,cd,cm,cp_min,converged,diverged,rms_bl,note
8.75,1.5784705877304077,0.012083110399544239,-0.12632471323013306,-7.845159530639648,True,False,5.141774295225332e-07,
9.0,1.6052935123443604,0.01235724613070488,-0.12556327879428864,-8.122612953186035,True,False,3.9936757900704833e-08,
9.25,1.631795048713684,0.012656491249799728,-0.1247325986623764,-8.402168273925781,True,False,8.444410013908055e-06,
9.5,1.6581207513809204,0.012969243340194225,-0.12386173009872437,-8.683349609375,True,False,4.049323251820169e-06,
9.75,1.6842217445373535,0.01329644676297903,-0.1229371652007103,-8.964957237243652,True,False,9.133867706623278e-08,
10.0,1.7102974653244019,0.013610905967652798,-0.1219969168305397,-9.252263069152832,True,False,3.1187175864033634e-07,
10.25,1.7365221977233887,0.013890317641198635,-0.12107543647289276,-9.551067352294922,True,False,1.7408310668542981e-06,
10.5,1.7624950408935547,0.014180535450577736,-0.12009607255458832,-9.853178024291992,True,False,2.1643752745603706e-07,
10.75,1.7881689071655273,0.014485454186797142,-0.1190505400300026,-10.157520294189453,True,False,4.5854875452278065e-08,
11.0,1.8135151863098145,0.014806459657847881,-0.1179347038269043,-10.476192474365234,True,False,3.325874615711655e-07,
11.25,,,,,False,False,0.004829232580959797,did not converge within the iteration budget (final RMS residual 0.00483)
11.5,1.8633009195327759,0.015488107688724995,-0.11552166938781738,-11.129801750183105,True,False,6.421008947654627e-06,
11.75,1.8876396417617798,0.015852661803364754,-0.11420757323503494,-11.4603910446167,True,False,6.672432562027097e-08,
12.0,1.9114927053451538,0.0162366833537817,-0.11279841512441635,-11.792696952819824,True,False,6.266272976063192e-07,
12.25,1.934809923171997,0.016641879454255104,-0.11128783971071243,-12.12621021270752,True,False,8.560899686926859e-07,
12.5,1.9575308561325073,0.017070231959223747,-0.10966816544532776,-12.46027660369873,True,False,8.517436071997508e-07,
12.75,1.979650855064392,0.017520461231470108,-0.10794427990913391,-12.794563293457031,True,False,2.8603362807189114e-05,
13.0,2.00105619430542,0.01799241453409195,-0.10609778761863708,-13.127909660339355,True,False,5.0553559560739814e-08,
13.25,2.02124285697937,0.018487611785531044,-0.10403098165988922,-13.456366539001465,True,False,1.5236269973684102e-05,
13.5,2.0398905277252197,0.019008543342351913,-0.10168881714344025,-13.777091026306152,True,False,2.2550551875610836e-05,
13.75,2.056654930114746,0.019557110965251923,-0.09901630878448486,-14.087117195129395,True,False,7.56250574340811e-06,
