airfoil,mach_critical_raw,mach_critical_norm,mach_critical_weighted,cl_cd_cruise_raw,cl_cd_cruise_norm,cl_cd_cruise_weighted,cl_max_landing_raw,cl_max_landing_norm,cl_max_landing_weighted,stall_margin_raw,stall_margin_norm,stall_margin_weighted,cl_zero_angle_raw,cl_zero_angle_norm,cl_zero_angle_weighted,pitching_moment_raw,pitching_moment_norm,pitching_moment_weighted,total_score,m_dd,margin_m_dd_minus_m_n,cruise_alpha_at_cl_n,cruise_cd_at_cl_n,stall_alpha_cruise,cruise_cl_max,landing_stall_alpha,validity_notes
NACA_25112,0.5500000000000003,0.9909909909909912,0.09909909909909913,94.34178300222293,0.9624914755428635,0.43312116399428857,1.7974413633346558,0.8069610118428965,0.12104415177643446,15.503651140669728,0.7953548458865088,0.11930322688297632,0.2301429510116577,0.29099107837212335,0.014549553918606168,0.0018835851368144002,1.0,0.1,0.8871171956714046,0.6912671422237903,-0.0120399444083164,1.996348859330273,0.006218433429812497,6.5,1.4260914325714111,17.5,cruise Cd not physically trustworthy (M_n=0.703 > M_crit=0.550); Korn margin (M_dd-M_n=-0.012) is the number to actually rank transonic suitability on
NACA_64212,0.5250000000000001,0.9459459459459459,0.0945945945945946,98.01830499227265,1.0,0.45,1.7787606716156006,0.7985743182911429,0.11978614774367143,16.80310867986456,0.8620184879824778,0.12930277319737166,0.270102322101593,0.34151541741191926,0.017075770870595964,-0.056993165486114494,0.033049316014449256,0.0033049316014449256,0.8140642180076786,0.691545476722039,-0.0117616099100676,1.946891320135439,0.0059851891674252995,4.25,0.983185648918152,18.75,cruise Cd not physically trustworthy (M_n=0.703 > M_crit=0.525); Korn margin (M_dd-M_n=-0.012) is the number to actually rank transonic suitability on
NASA_SC(2)-0712,0.5550000000000002,1.0,0.1,78.33980366813478,0.799236465824529,0.35965640962103806,2.2274203300476074,1.0,0.15,19.492747445813617,1.0,0.15,0.7908934950828552,1.0,0.05,-0.1659088597793121,0.011353131709300511,0.0011353131709300511,0.8107917227919682,0.771434190275086,0.0681271036429792,-0.9927474458136175,0.007488633744020556,2.0,1.1615248918533323,18.5,cruise Cd not physically trustworthy (M_n=0.703 > M_crit=0.555); Korn margin (M_dd-M_n=+0.068) is the number to actually rank transonic suitability on
lockheed_c5a_bl758,0.5400000000000003,0.9729729729729731,0.09729729729729732,90.3156185227007,0.9214158368666017,0.41463712658997076,1.8302360773086548,0.8216841934227729,0.12325262901341592,16.467079254690933,0.8447797982540171,0.12671696973810256,0.2929705679416656,0.37042986162248503,0.018521493081124253,-0.06472186052192669,0.029102765613115728,0.002910276561311573,0.7833357922812224,0.7009446064491621,-0.0023624801829446,2.032920745309068,0.006495643907943605,5.25,1.1022918224334717,18.5,cruise Cd not physically trustworthy (M_n=0.703 > M_crit=0.540); Korn margin (M_dd-M_n=-0.002) is the number to actually rank transonic suitability on
